person_id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,is_active,team_id,from_year,to_year,is_dleague,is_nba,has_played,is_greatest_75
202730,Lavoy,Allen,1989-02-04,Temple,USA,Temple/USA,81,260,7,5,Forward-Center,False,1610612754,2011,2016,True,True,True,False
76027,Lucius,Allen,1947-09-26,UCLA,USA,UCLA/USA,74,175,10,42,Guard,False,1610612749,1969,1978,False,True,True,False
2124,Malik,Allen,1978-06-27,Villanova,USA,Villanova/USA,82,255,11,35,Forward,False,1610612748,2001,2010,False,True,True,False
2754,Tony,Allen,1982-01-11,Oklahoma State,USA,Oklahoma State/USA,76,213,14,,Guard-Forward,False,0,2004,2017,False,True,True,False
76029,Odis,Allison,1949-10-02,UNLV,USA,UNLV/USA,78,195,1,22,Forward,False,1610612744,1971,1971,False,True,True,False
200984,Lance,Allred,1981-02-02,Weber State,USA,Weber State/USA,83,250,2,41,Center,False,1610612739,2007,2007,True,True,True,False
76030,Darrell,Allums,1958-09-12,UCLA,USA,UCLA/USA,80,220,1,32,Forward,False,1610612742,1980,1980,False,True,True,False
201165,Morris,Almond,1985-02-02,Rice,USA,Rice/USA,78,225,4,21,Guard,False,1610612762,2007,2011,True,True,True,False
308,Derrick,Alston,1972-08-20,Duquesne,USA,Duquesne/USA,83,225,3,,Center,False,0,1994,1996,False,True,True,False
1747,Rafer,Alston,1976-07-24,Fresno State,USA,Fresno State/USA,74,175,11,11,Guard,False,1610612745,1999,2009,True,True,True,False
1824,Peter,Aluma,1973-04-26,Liberty,USA,Liberty/USA,82,260,1,,Center,False,0,1998,1998,False,True,True,False
1630631,Jose,Alvarado,1998-04-12,Georgia Tech,USA,Georgia Tech/USA,72,179,2,15,Guard,True,1610612740,2021,2023,True,True,True,False
680,John,Amaechi,1970-11-26,Penn State,United Kingdom,Penn State/United Kingdom,82,270,6,13,Forward-Center,False,1610612753,1995,2002,False,True,True,False
200811,Lou,Amundson,1982-12-07,UNLV,USA,UNLV/USA,81,220,11,17,Forward,False,1610612756,2006,2015,True,True,True,False
2365,Chris,Andersen,1978-07-07,Blinn J.C.,USA,Blinn J.C./USA,82,245,15,,Forward-Center,False,0,2001,2016,False,True,True,False
2431,David,Andersen,1980-06-23,FC Barcelona,Australia,FC Barcelona/Australia,,,20,,,False,0,2009,2017,False,True,True,False
101187,Alan,Anderson,1982-10-16,Michigan State,USA,Michigan State/USA,78,220,9,9,Forward-Guard,False,1610612751,2005,2016,True,True,True,False
202079,Antonio,Anderson,1985-06-05,Memphis,USA,Memphis/USA,78,215,2,,Guard,False,0,2009,2009,True,True,True,False
76036,Daniel,Anderson,1951-01-01,Southern California,USA,Southern California/USA,74,185,2,33,Guard,False,1610612757,1974,1975,False,True,True,False
1507,Derek,Anderson,1974-07-18,Kentucky,USA,Kentucky/USA,77,195,12,1,Guard,False,1610612757,1997,2007,False,True,True,False
76037,Dwight,Anderson,1960-12-28,Southern California,USA,Southern California/USA,75,185,1,20,Guard,False,1610612743,1982,1982,False,True,True,False
944,Eric,Anderson,1970-05-26,Indiana,USA,Indiana/USA,81,220,2,42,Forward,False,1610612752,1992,1993,False,True,True,False
246,Greg,Anderson,1964-06-22,Houston,USA,Houston/USA,82,250,10,0,Center-Forward,False,1610612759,1987,1997,False,True,True,False
202341,James,Anderson,1989-03-25,Oklahoma State,USA,Oklahoma State/USA,78,213,6,5,Guard-Forward,False,1610612759,2010,2015,True,True,True,False
76040,Jerome,Anderson,1953-10-09,West Virginia,USA,West Virginia/USA,77,195,2,21-23,Guard,False,1610612754,1975,1976,False,True,True,False
1626147,Justin,Anderson,1993-11-19,Virginia,USA,Virginia/USA,77,231,7,,Forward-Guard,False,0,2015,2021,True,True,True,False
72,Kenny,Anderson,1970-10-09,Georgia Tech,USA,Georgia Tech/USA,73,168,14,,Guard,False,0,1991,2004,False,True,True,False
76041,Kim,Anderson,1955-05-12,Missouri,USA,Missouri/USA,79,200,1,42,Forward,False,1610612757,1978,1978,False,True,True,False
203937,Kyle,Anderson,1993-09-20,UCLA,USA,UCLA/USA,81,230,9,5,Forward-Guard,True,1610612750,2014,2023,True,True,True,False
76042,Michael,Anderson,1966-03-23,Drexel,USA,Drexel/USA,71,184,1,10,Guard,False,1610612759,1988,1988,False,True,True,False
76043,Mitchell,Anderson,1960-09-23,Bradley,USA,Bradley/USA,80,195,3,11,Forward,False,1610612762,1982,1984,False,True,True,False
98,Nick,Anderson,1968-01-20,Illinois,USA,Illinois/USA,78,228,14,5,Forward-Guard,False,1610612753,1989,2002,False,True,True,False
76045,Richard,Anderson,1960-11-19,California-Santa Barbara,USA,California-Santa Barbara/USA,82,240,6,35,Forward,False,1610612757,1982,1989,False,True,True,False
76046,Ron,Anderson,1958-10-15,Fresno State,USA,Fresno State/USA,79,215,10,35,Forward,False,1610612755,1984,1993,False,True,True,False
201583,Ryan,Anderson,1988-05-06,California,USA,California/USA,81,240,12,,Forward,False,0,2008,2019,False,True,True,False
1000,Shandon,Anderson,1973-12-31,Georgia,USA,Georgia/USA,78,215,10,49,Guard-Forward,False,1610612752,1996,2005,False,True,True,False
335,Willie,Anderson,1967-01-08,Georgia,USA,Georgia/USA,80,200,8,35,Guard-Forward,False,1610612759,1988,1996,False,True,True,False
101149,Martynas,Andriuskevicius,1986-03-12,Zalgiris,Lithuania,Zalgiris/Lithuania,86,240,2,15,Center,False,1610612739,2005,2006,True,True,True,False
76049,Don,Anielak,1930-11-01,Missouri State,USA,Missouri State/USA,79,190,1,12,Forward,False,1610612752,1954,1954,False,True,True,False
1628387,Ike,Anigbogu,1998-10-16,UCLA,USA,UCLA/USA,82,250,3,,Center,False,0,2017,2018,True,True,True,False
76050,Michael,Ansley,1967-02-08,Alabama,USA,Alabama/USA,79,225,3,54,Forward,False,1610612753,1989,1991,False,True,True,False
1512,Chris,Anstey,1975-01-01,South East Melbourne,Australia,South East Melbourne/Australia,84,249,2,22,Center,False,1610612742,1997,1999,False,True,True,False
203507,Giannis,Antetokounmpo,1994-12-06,Filathlitikos,Greece,Filathlitikos/Greece,84,243,10,34,Forward,True,1610612749,2013,2023,False,True,True,True
1628961,Kostas,Antetokounmpo,1997-11-20,University of Dayton,Greece,Dayton/Greece,82,200,4,37,Forward,False,1610612747,2018,2020,True,True,True,False
203648,Thanasis,Antetokounmpo,1992-07-18,Panathinaikos,Greece,Panathinaikos/Greece,79,219,5,43,Forward,True,1610612749,2015,2023,True,True,True,False
2546,Carmelo,Anthony,1984-05-29,Syracuse,USA,Syracuse/USA,79,238,20,7,Forward,False,1610612747,2003,2021,False,True,True,True
1630175,Cole,Anthony,2000-05-15,North Carolina,USA,North Carolina/USA,75,185,3,50,Guard,True,1610612753,2020,2023,False,True,True,False
21,Greg,Anthony,1967-11-15,UNLV,USA,UNLV/USA,73,180,11,50,Guard,False,1610612752,1991,2001,False,True,True,False
201202,Joel,Anthony,1982-08-09,UNLV,Canada,UNLV/Canada,81,245,11,30,Center,False,1610612748,2007,2016,True,True,True,False
203544,Pero,Antic,1982-07-29,Olympiacos,Macedonia,Olympiacos/Macedonia,83,260,2,6,Forward-Center,False,1610612737,2013,2014,False,True,True,False
1628384,O.G.,Anunoby,1997-07-17,Indiana,United Kingdom,Indiana/United Kingdom,79,232,6,3,Forward,True,1610612761,2017,2023,False,True,True,False
2737,Rafael,Araujo,1980-08-12,Brigham Young,Brazil,Brigham Young/Brazil,83,270,4,55,Center,False,1610612761,2004,2006,False,True,True,False
76053,Stacey,Arceneaux,1936-02-17,Iowa State,USA,Iowa State/USA,76,210,1,,Forward,False,1610612737,1961,1961,False,True,True,False
76054,Nate,Archibald,1948-09-02,Texas-El Paso,USA,Texas-El Paso/USA,73,150,13,1,Guard,False,1610612758,1970,1983,False,True,True,True
2425,Robert,Archibald,1980-03-29,Illinois,Scotland,Illinois/Scotland,83,250,3,34,Forward,False,1610612761,2002,2003,False,True,True,False
1627853,Ryan,Arcidiacono,1994-03-26,Villanova,USA,Villanova/USA,75,195,6,,Guard,False,0,2017,2022,True,True,True,False
76055,Jim,Ard,1948-09-19,Cincinnati,USA,Cincinnati/USA,81,215,4,34,Center,False,1610612738,1974,1977,False,True,True,False
2240,Gilbert,Arenas,1982-01-06,Arizona,USA,Arizona/USA,76,215,12,10,Guard,False,1610612764,2001,2011,False,True,True,False
2772,Trevor,Ariza,1985-06-30,UCLA,USA,UCLA/USA,80,215,18,,Forward,False,0,2004,2021,False,True,True,False
76056,Paul,Arizin,1928-04-09,Villanova,USA,Villanova/USA,76,190,10,11,Forward,False,1610612744,1950,1961,False,True,True,True
76057,Joe,Arlauckas,1965-07-20,Niagara,USA,Niagara/USA,81,230,1,53,Forward,False,1610612758,1987,1987,False,True,True,False
769,B.J.,Armstrong,1967-09-09,Iowa,USA,Iowa/USA,74,185,11,11,Guard,False,1610612741,1989,1999,False,True,True,False
2220,Brandon,Armstrong,1980-06-16,Pepperdine,USA,Pepperdine/USA,77,185,4,1,Guard,False,1610612751,2001,2003,True,True,True,False
353,Darrell,Armstrong,1968-06-22,Fayetteville State,USA,Fayetteville State/USA,73,180,15,10,Guard,False,1610612753,1994,2007,False,True,True,False
200756,Hilton,Armstrong,1984-11-23,Connecticut,USA,Connecticut/USA,83,235,6,57,Forward-Center,False,1610612740,2006,2013,True,True,True,False
76059,Tate,Armstrong,1955-10-05,Duke,USA,Duke/USA,75,175,2,14,Guard,False,1610612741,1977,1978,False,True,True,False
76062,Jesse,Arnelle,1933-12-30,Penn State,USA,Penn State/USA,77,220,1,15-18,Forward,False,1610612765,1955,1955,False,True,True,False
76064,Bob,Arnzen,1947-11-03,Notre Dame,USA,Notre Dame/USA,77,205,1,21-30,Forward,False,1610612758,1970,1970,False,True,True,False
2306,Carlos,Arroyo,1979-07-30,Florida International,Puerto Rico,Florida International/Puerto Rico,74,200,10,45,Guard,False,1610612753,2001,2010,False,True,True,False
201589,Darrell,Arthur,1988-03-25,Kansas,USA,Kansas/USA,81,235,10,00,Forward,False,1610612743,2008,2017,False,True,True,False
76065,John,Arthurs,1947-08-15,Tulane,USA,Tulane/USA,76,185,1,12,Guard,False,1610612749,1969,1969,False,True,True,False
1628503,Jamel,Artis,1993-01-12,Pittsburgh,USA,Pittsburgh/USA,79,213,2,0,Guard,False,1610612753,2017,2017,True,True,True,False
201600,Omer,Asik,1986-07-04,Fenerbahce,Turkey,Fenerbahce/Turkey,84,255,9,3,Center,False,1610612740,2010,2017,False,True,True,False
355,Vincent,Askew,1966-02-28,Memphis,USA,Memphis/USA,78,210,9,,Guard,False,0,1987,1997,False,True,True,False
76068,Don,Asmonga,1928-02-15,Alliance,USA,Alliance/USA,74,185,1,,Guard,False,1610610024,1953,1953,False,True,True,False
76069,Richard,Atha,1931-09-21,Indiana State,USA,Indiana State/USA,74,190,2,7,Guard,False,1610612752,1955,1957,False,True,True,False
1088,Chucky,Atkins,1974-08-14,South Florida,USA,South Florida/USA,71,185,12,17,Guard,False,1610612765,1999,2009,False,True,True,False
76071,Chet,Aubuchon,1916-05-08,Michigan State,USA,Michigan State/USA,70,137,1,,Guard,False,1610610028,1946,1946,False,True,True,False
278,Stacey,Augmon,1968-08-01,UNLV,USA,UNLV/USA,80,213,16,2,Forward-Guard,False,1610612737,1991,2005,False,True,True,False
201571,D.J.,Augustin,1987-11-10,Texas-Austin,USA,Texas-Austin/USA,71,183,14,4,Guard,True,1610612745,2008,2023,False,True,True,False
200788,James,Augustine,1984-02-27,Illinois,USA,Illinois/USA,82,235,2,40,Forward,False,1610612753,2006,2007,True,True,True,False
1134,Ike,Austin,1969-08-18,Arizona State,USA,Arizona State/USA,82,288,9,,Center,False,0,1991,2001,False,True,True,False
76073,John,Austin,1944-08-31,Boston College,USA,Boston College/USA,72,170,1,34,Guard,False,1610612764,1966,1966,False,True,True,False
138,Anthony,Avent,1969-10-18,Seton Hall,USA,Seton Hall/USA,81,240,6,30,Center,False,1610612749,1992,1999,False,True,True,False
76076,William,Averitt,1952-07-22,Pepperdine,USA,Pepperdine/USA,74,170,2,15,Guard,False,1610612746,1976,1977,False,True,True,False
1895,William,Avery,1979-08-08,Duke,USA,Duke/USA,74,180,4,30,Guard,False,1610612750,1999,2002,False,True,True,False
76078,Dennis,Awtrey,1948-02-22,Santa Clara,USA,Santa Clara/USA,82,235,12,20,Center,False,1610612756,1970,1981,False,True,True,False
1630555,Joel,Ayayi,2000-03-05,Gonzaga,France,Gonzaga/France,76,180,2,,Guard,False,0,2021,2021,True,True,True,False
202970,Gustavo,Ayon,1985-04-01,Baloncesto Fuenlabrada,Mexico,Baloncesto Fuenlabrada/Mexico,,,3,,,False,0,2011,2016,False,True,True,False
201965,Jeff,Ayres,1987-04-29,Arizona State,USA,Arizona State/USA,81,250,7,19,Forward-Center,False,1610612759,2009,2015,True,True,True,False
1629028,Deandre,Ayton,1998-07-23,Arizona,Bahamas,Arizona/Bahamas,84,250,5,22,Center,True,1610612756,2018,2023,False,True,True,False
101235,Kelenna,Azubuike,1983-12-16,Kentucky,United Kingdom,Kentucky/United Kingdom,77,215,5,4,Guard,False,1610612744,2006,2011,False,True,True,False
1628962,Udoka,Azubuike,1999-09-17,Kansas,Nigeria,Kansas/Nigeria,83,270,3,20,Center-Forward,True,1610612762,2020,2023,True,True,True,False
203569,Chris,Babb,1990-02-14,Iowa State,USA,Iowa State/USA,77,225,3,52,Guard,False,1610612738,2013,2014,True,True,True,False
202337,Luke,Babbitt,1989-06-20,Nevada-Reno,USA,Nevada-Reno/USA,81,225,9,22,Forward,False,1610612740,2010,2017,True,True,True,False
76079,Milos,Babic,1968-11-23,Tennessee Tech,USA,Tennessee Tech/USA,84,240,2,00,Center,False,1610612739,1990,1991,False,True,True,False
76080,Johnny,Bach,1924-07-10,Fordham,USA,Fordham/USA,74,180,1,17,Forward,False,1610612738,1948,1948,False,True,True,False
1628407,Dwayne,Bacon,1995-08-30,Florida State,USA,Florida State/USA,78,221,5,8,Guard-Forward,False,1610612753,2017,2020,True,True,True,False
76081,Jim,Baechtold,1927-12-09,Eastern Kentucky,USA,Eastern Kentucky/USA,76,205,5,10,Forward,False,1610612752,1952,1956,False,True,True,False
2053,Dalibor,Bagaric,1980-07-02,Benston Zagreb,Croatia,Benston Zagreb/Croatia,85,290,4,11,Center,False,1610612741,2000,2002,False,True,True,False
76082,John,Bagley,1960-04-23,Boston College,USA,Boston College/USA,72,185,11,5,Guard,False,1610612739,1982,1993,False,True,True,False
1628963,Marvin,Bagley III,1999-03-14,Duke,USA,Duke/USA,82,235,5,35,Forward,True,1610612765,2018,2023,False,True,True,False
76084,Carl,Bailey,1958-04-23,Tuskegee,USA,Tuskegee/USA,84,210,1,21,Center,False,1610612757,1981,1981,False,True,True,False
76083,Gus,Bailey,1951-02-18,Texas-El Paso,USA,Texas-El Paso/USA,77,185,5,20,Guard,False,1610612745,1974,1979,False,True,True,False
76085,James,Bailey,1957-05-21,Rutgers,USA,Rutgers/USA,81,220,9,2,Forward,False,1610612760,1979,1987,False,True,True,False
1847,Thurl,Bailey,1961-04-07,North Carolina State,USA,North Carolina State/USA,83,247,12,41,Forward,False,1610612762,1983,1998,False,True,True,False
1753,Toby,Bailey,1975-11-19,UCLA,USA,UCLA/USA,78,213,3,11,Guard,False,1610612756,1998,2002,False,True,True,False
1858,Mark,Baker,1969-11-11,Ohio State,USA,Ohio State/USA,73,175,1,,Guard,False,0,1998,1998,False,True,True,False
2486,Maurice,Baker,1979-07-28,Oklahoma State,USA,Oklahoma State/USA,74,200,2,,Guard,False,0,2002,2004,True,True,True,False
76089,Norm,Baker,1923-02-17,Victoria,Canada,Victoria/Canada,72,180,1,,Guard,False,1610610025,1946,1946,False,True,True,False
1627758,Ron,Baker,1993-03-30,Wichita State,USA,Wichita State/USA,76,220,3,,Guard,False,0,2016,2018,True,True,True,False
452,Vin,Baker,1971-11-23,Hartford,USA,Hartford/USA,83,240,13,34,Forward,False,1610612760,1993,2005,False,True,True,False
1627735,Wade,Baldwin IV,1996-03-29,Vanderbilt,USA,Vanderbilt/USA,76,200,3,,Guard,False,0,2016,2018,True,True,True,False
1631116,Patrick,Baldwin Jr.,2002-11-18,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,81,220,1,7,Forward,True,1610612744,2022,2023,True,True,True,False
200764,Renaldo,Balkman,1984-07-14,South Carolina,USA,South Carolina/USA,80,225,7,,Forward,False,0,2006,2011,True,True,True,False
76090,Cedric,Ball,1968-04-16,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,80,210,1,44,Forward,False,1610612746,1990,1990,False,True,True,False
1630163,LaMelo,Ball,2001-08-22,Illawarra,USA,Illawarra/USA,79,180,3,1,Guard,True,1610612766,2020,2023,False,True,True,False
1629071,LiAngelo,Ball,1998-11-24,,USA,UCLA/USA,,,0,,,False,0,,,True,False,True,False
1628366,Lonzo,Ball,1997-10-27,UCLA,USA,UCLA/USA,78,190,5,2,Guard,True,1610612741,2017,2023,False,True,True,False
76091,Greg,Ballard,1955-01-29,Oregon,USA,Oregon/USA,79,215,11,42,Forward,False,1610612764,1977,1988,False,True,True,False
76092,Herschel,Baltimore,1921-06-21,Penn State,USA,Penn State/USA,76,195,1,,Forward,False,1610610034,1946,1946,False,True,True,False
1631094,Paolo,Banchero,2002-11-12,Duke,USA,Duke/USA,82,250,1,5,Forward,True,1610612753,2022,2023,False,True,True,False
1630217,Desmond,Bane,1998-06-25,TCU,USA,TCU/USA,77,215,3,22,Guard,True,1610612763,2020,2023,False,True,True,False
76093,Gene,Banks,1959-05-15,Duke,USA,Duke/USA,79,215,6,20,Forward,False,1610612759,1981,1986,False,True,True,False
2556,Marcus,Banks,1981-11-19,UNLV,USA,UNLV/USA,74,205,9,15,Guard,False,1610612738,2003,2010,True,True,True,False
76094,Ken,Bannister,1960-04-01,St. Augustine's,USA,St. Augustine's/USA,81,235,5,51,Forward,False,1610612752,1984,1990,False,True,True,False
76095,Mike,Bantom,1951-12-03,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,81,200,9,42,Forward,False,1610612754,1973,1981,False,True,True,False
1630625,Dalano,Banton,1999-11-07,Nebraska,Canada,Nebraska/Canada,79,204,2,45,Forward,True,1610612761,2021,2023,True,True,True,False
1627760,Cat,Barber,1994-07-25,North Carolina State,USA,North Carolina State/USA,73,173,1,,Guard,False,0,2021,2021,True,True,True,False
76096,John,Barber,1927-06-27,California State-Los Angeles,USA,California State-Los Angeles/USA,78,210,1,25,Forward,False,1610612737,1956,1956,False,True,True,False
76097,Stephen,Bardo,1968-04-05,Illinois,USA,Illinois/USA,77,190,3,25,Guard,False,1610612742,1991,1995,False,True,True,False
200826,J.J.,Barea,1984-06-26,Northeastern,Puerto Rico,Northeastern/Puerto Rico,70,180,15,5,Guard,False,1610612742,2006,2019,True,True,True,False
76098,Cliff,Barker,1921-01-15,Kentucky,USA,Kentucky/USA,74,185,3,,Guard,False,1610610030,1949,1951,False,True,True,False
76099,Tom,Barker,1955-03-11,Hawaii,USA,Hawaii/USA,83,225,2,6,Center,False,1610612737,1976,1978,False,True,True,False
787,Charles,Barkley,1963-02-20,Auburn,USA,Auburn/USA,78,252,16,34,Forward,False,1610612755,1984,1999,False,True,True,True
2057,Erick,Barkley,1978-02-21,St. John's (NY),USA,St. John's (NY)/USA,73,185,3,1,Guard,False,1610612757,2000,2002,False,True,True,False
76102,Don,Barksdale,1923-03-31,UCLA,USA,UCLA/USA,78,200,4,17,Forward,False,1610612738,1951,1954,False,True,True,False
1631230,Dominick,Barlow,2003-05-26,Overtime Elite,USA,Overtime Elite/USA,81,215,1,26,Forward,True,1610612759,2022,2023,True,True,True,False
